,countrycode,country,currency_unit,year,rgdpe,pop,emp,avh,hc,cn,ctfp,vac,prod
4331,GBR,United Kingdom,Pound Sterling,2011,2562286.0,64.021919,29.60507011,1639.815847,3.7108953,11398220.0,0.823117614,32.5,105.55928170996391
4332,GBR,United Kingdom,Pound Sterling,2012,2642660.25,64.525312,29.95309448,1655.019025,3.718675613,12555421.0,0.795474291,32.5,106.61704489811527
4333,GBR,United Kingdom,Pound Sterling,2013,2705726.5,64.984018,30.31403923,1665.974886,3.726472139,14047743.0,0.78228581,32.5,107.15233324226814
4334,GBR,United Kingdom,Pound Sterling,2014,2764983.0,65.423047,31.01110458,1672.434032,3.734284878,14052817.0,0.76599282,32.5,106.62430889215385
4335,GBR,United Kingdom,Pound Sterling,2015,2913114.75,65.860146,31.5069294,1669.465155,3.742114305,15216962.0,0.764188528,32.5,110.76540738675708
4336,GBR,United Kingdom,Pound Sterling,2016,2975320.75,66.297944,31.93847466,1667.698899,3.749960184,14695206.0,0.776274979,32.5,111.72026925607219
4337,GBR,United Kingdom,Pound Sterling,2017,3037790.75,66.727461,32.24306488,1668.949059,3.757822275,14915074.0,0.790132344,32.5,112.90377235189933
4338,GBR,United Kingdom,Pound Sterling,2018,3080494.75,67.141684,32.63174438,1663.188884,3.765700817,15103278.0,0.77806747,32.5,113.51901252621037
4339,GBR,United Kingdom,Pound Sterling,2019,3118991.25,67.530172,32.98249817,1667.947711,3.773596048,15302674.0,0.767746747,32.5,113.3908924256796
5560,IRL,Ireland,Euro,1980,48691.71094,3.384756,1.204950452,2122.100601,2.587648153,158012.7188,0.756352067,28.0,38.084641648352054
5561,IRL,Ireland,Euro,1981,49208.90625,3.422018,1.199676275,2090.708581,2.601450682,165737.3906,0.754578292,28.0,39.238837817297814
5562,IRL,Ireland,Euro,1982,50535.80859,3.453786,1.193297505,2083.383776,2.615326643,169278.0469,0.7831918,28.0,40.654741519363185
5563,IRL,Ireland,Euro,1983,50555.9375,3.479458,1.183429122,2073.181369,2.629276752,169187.1094,0.766981006,28.0,41.21189781884708
5564,IRL,Ireland,Euro,1984,51632.36328,3.49853,1.159785748,2055.130957,2.643301249,169303.6406,0.782100379,28.0,43.324616843143296
5565,IRL,Ireland,Euro,1985,52432.75781,3.510979,1.155205965,2062.194162,2.65740037,170916.25,0.779178977,28.0,44.0193596729466
5566,IRL,Ireland,Euro,1986,53904.81641,3.516422,1.149760008,2096.725385,2.671574831,174911.4375,0.78923732,28.0,44.72072289455395
5567,IRL,Ireland,Euro,1987,56140.30469,3.515828,1.156626225,2076.058971,2.685824871,182405.6875,0.813874722,28.0,46.759734896222625
5568,IRL,Ireland,Euro,1988,59272.97266,3.512185,1.159216285,2084.430177,2.700150967,193569.625,0.819766879,28.0,49.06082857719876
5569,IRL,Ireland,Euro,1989,64281.60156,3.509519,1.162383556,2091.754981,2.714553356,210239.875,0.84782207,28.0,52.87573470807404
5570,IRL,Ireland,Euro,1990,68907.85156,3.510885,1.21543324,2080.244574,2.729032755,231919.5,0.837441027,28.0,54.50711524732738
5571,IRL,Ireland,Euro,1991,69983.9375,3.51771,1.20690012,2045.190151,2.741504431,255257.5469,0.854934514,28.0,56.70525999921207
5572,IRL,Ireland,Euro,1992,72318.14844,3.529853,1.207041264,1996.794119,2.754033327,281115.5313,0.848726451,28.0,60.00975973504015
5573,IRL,Ireland,Euro,1993,76302.02344,3.546931,1.225002408,1970.110901,2.766619682,305880.4375,0.868553579,28.0,63.23222068659044
5574,IRL,Ireland,Euro,1994,81572.1875,3.567912,1.265557885,1970.372501,2.779263258,329545.5,0.884395659,28.0,65.42470193130751
5575,IRL,Ireland,Euro,1995,92129.5,3.592186,1.323488355,1962.001296,2.791964769,347272.5625,0.958791375,28.0,70.95929557301206
5576,IRL,Ireland,Euro,1996,99822.86719,3.619641,1.371912479,1953.599192,2.804724216,362430.25,0.980798841,28.0,74.4900322073781
5577,IRL,Ireland,Euro,1997,112477.7734,3.651096,1.423566818,1954.194139,2.817542076,366427.1563,1.079195142,28.0,80.86324089198645
5578,IRL,Ireland,Euro,1998,127163.4063,3.687819,1.516677618,1953.194044,2.830418587,381076.25,1.139411211,28.0,85.85260538427674
5579,IRL,Ireland,Euro,1999,137736.2656,3.731468,1.615625262,1941.882875,2.843353748,395155.9063,1.156270504,28.0,87.80406701837879
5580,IRL,Ireland,Euro,2000,150186.8125,3.783103,1.688738585,1932.723788,2.856348038,402877.625,1.251942754,30.0,92.03003291441026
5581,IRL,Ireland,Euro,2001,158361.75,3.842245,1.740586519,1923.529378,2.873432398,421893.2813,1.302503586,30.0,94.59884823716598
5582,IRL,Ireland,Euro,2002,167525.0156,3.907998,1.768167377,1904.276271,2.890618801,450519.9375,1.390957236,30.0,99.50761873139375
5583,IRL,Ireland,Euro,2003,172128.2188,3.980076,1.804571033,1886.786435,2.907907963,472433.3438,1.426887631,30.0,101.1079589150561
5584,IRL,Ireland,Euro,2004,181199.2813,4.05813,1.867924213,1875.255957,2.925300598,516463.9688,1.393336773,30.0,103.45861519301882
5585,IRL,Ireland,Euro,2005,195509.5938,4.141223,1.956697941,1883.193701,2.942797184,546426.5625,1.421469808,30.0,106.1156132446362
5586,IRL,Ireland,Euro,2006,216764.7656,4.230623,2.035443068,1878.812957,2.960398436,719891.6875,1.290593982,30.0,113.36426588969269
5587,IRL,Ireland,Euro,2007,236843.1094,4.324641,2.110014677,1864.932283,2.978105068,892384.375,1.238621473,30.0,120.37663714391992
5588,IRL,Ireland,Euro,2008,222934.8594,4.415872,2.097756386,1843.896208,2.995917559,919513.8125,1.15766871,30.0,115.27004302189079
5589,IRL,Ireland,Euro,2009,208812.2344,4.494576,1.947847962,1811.802986,3.013836384,908743.75,1.165287018,30.0,118.33682417768948
5590,IRL,Ireland,Euro,2010,216919.9531,4.554321,1.883175969,1720.973817,3.031862736,1060507.25,1.096699595,30.0,133.86416426879626
5591,IRL,Ireland,Euro,2011,223861.8906,4.591105,1.849360704,1736.531498,3.048562765,1124610.625,1.067364931,30.0,139.41383450967817
5592,IRL,Ireland,Euro,2012,234566.3438,4.608198,1.838291287,1737.861253,3.065354586,1190114.375,1.036447048,30.0,146.84740118162233
5593,IRL,Ireland,Euro,2013,233695.5469,4.615422,1.885504603,1743.472635,3.082239151,1245708.625,0.960524917,30.0,142.17973499166368
5594,IRL,Ireland,Euro,2014,251472.1875,4.626844,1.927069545,1757.030592,3.099216461,1292371.375,0.962471068,30.0,148.53994001276055
5595,IRL,Ireland,Euro,2015,351605.625,4.652425,1.988947511,1770.584308,3.11628747,1329451.5,1.116484761,30.0,199.68519970530662
5596,IRL,Ireland,Euro,2016,381200.375,4.695779,2.058725119,1762.923211,3.133452415,1509385.5,1.019700766,30.0,210.06396352006553
5597,IRL,Ireland,Euro,2017,409848.0625,4.753279,2.123496056,1774.749783,3.150712013,1580245.875,0.981678009,30.0,217.50251924200276
5598,IRL,Ireland,Euro,2018,435129.8125,4.81869,2.193545103,1785.402163,3.16806674,1651701.0,0.982585371,30.0,222.21133575134652
5599,IRL,Ireland,Euro,2019,499741.0938,4.882495,2.260447741,1771.977942,3.185516834,1868599.25,0.932362258,30.0,249.52971824435372
5910,ITA,Italy,Euro,1980,1234958.125,56.349349,21.40202332,1849.261058,2.291410685,4853549.5,1.189647079,35.0,62.406405712338476
5911,ITA,Italy,Euro,1981,1208398.75,56.505478,21.42450333,1852.643336,2.316392183,4967053.0,1.144878864,35.0,60.88883738071202
5912,ITA,Italy,Euro,1982,1200351.875,56.644863,21.50868416,1862.873952,2.341646194,4974315.0,1.132420421,35.0,59.91578565070421
5913,ITA,Italy,Euro,1983,1193038.125,56.765251,21.58781433,1867.663349,2.367175341,4919659.5,1.088566422,35.0,59.18028434721945
5914,ITA,Italy,Euro,1984,1210418.375,56.863137,21.5983429,1856.670385,2.39298296,4915891.0,1.054099441,35.0,60.36848285611396
5915,ITA,Italy,Euro,1985,1223674.625,56.936774,21.81783676,1850.526219,2.419071913,4993636.0,1.035087824,35.0,60.616243544499554
5916,ITA,Italy,Euro,1986,1302662.75,56.983931,21.98513222,1863.014406,2.445445299,5173658.0,1.039390802,35.0,63.6087256953324
5917,ITA,Italy,Euro,1987,1365535.125,57.007741,22.0461216,1877.640619,2.47210598,5454008.5,1.039014816,35.0,65.97633718674537
5918,ITA,Italy,Euro,1988,1434666.875,57.018183,22.28510284,1885.323128,2.49905777,5851561.5,1.016372085,35.0,68.29369786186228
5919,ITA,Italy,Euro,1989,1500289.75,57.028703,22.4399929,1873.100766,2.526303053,6351730.0,1.006303906,35.0,71.38735338087199
5920,ITA,Italy,Euro,1990,1560881.5,57.048236,22.80319786,1856.401359,2.553845406,6936038.0,0.990385652,40.0,73.74495172775616
5921,ITA,Italy,Euro,1991,1615016.25,57.088113,23.23007202,1847.468313,2.576648712,7589872.5,0.982750237,40.0,75.26262085726376
5922,ITA,Italy,Euro,1992,1641884.625,57.145306,23.06896782,1850.497411,2.597617865,8269117.5,0.928829551,40.0,76.92295984147773
5923,ITA,Italy,Euro,1993,1625990.75,57.197613,22.45611382,1850.64018,2.618757963,8864809.0,0.900138378,40.0,78.25128505746402
5924,ITA,Italy,Euro,1994,1685848.375,57.213544,22.08828926,1850.326771,2.640069723,9363661.0,0.900126636,40.0,82.49696926468847
5925,ITA,Italy,Euro,1995,1765118.5,57.174408,22.02845383,1856.212894,2.66155529,9702192.0,0.907238662,40.0,86.33602751448119
5926,ITA,Italy,Euro,1996,1792813.75,57.065225,22.11483574,1866.151756,2.68321538,9797411.0,0.90083617,40.0,86.88293716906985
5927,ITA,Italy,Euro,1997,1881417.0,56.90364,22.11174011,1859.863898,2.705052137,9676317.0,0.938847125,40.0,91.49786784616077
5928,ITA,Italy,Euro,1998,1985354.875,56.74276,22.26773834,1873.132928,2.727066278,9597037.0,0.944582164,40.0,95.19703769867053
5929,ITA,Italy,Euro,1999,2037002.625,56.655632,22.4724884,1869.878018,2.74925971,9412865.0,0.956718147,40.0,96.95208277550807
5930,ITA,Italy,Euro,2000,2081385.625,56.692178,22.91796875,1850.197971,2.771633625,9280035.0,0.962340295,41.5,98.1721321247347
5931,ITA,Italy,Euro,2001,2083284.375,56.875147,23.43045044,1837.636217,2.793356895,9098001.0,0.96498245,41.5,96.76947232770894
5932,ITA,Italy,Euro,2002,2058837.875,57.182519,23.91711235,1826.190095,2.815250397,8919269.0,0.950337946,41.5,94.27519040439664
5933,ITA,Italy,Euro,2003,2062502.0,57.564588,24.32232094,1815.103813,2.837315559,9023564.0,0.925007224,41.5,93.43678573109848
5934,ITA,Italy,Euro,2004,2074924.125,57.948424,24.47426033,1814.615542,2.859553576,9408274.0,0.888725877,41.5,93.4411154945051
5935,ITA,Italy,Euro,2005,2107878.75,58.281212,24.63233566,1811.101718,2.881965876,9811736.0,0.892739654,41.5,94.49899391021499
5936,ITA,Italy,Euro,2006,2215327.25,58.542619,25.15527534,1811.851615,2.90455389,10982278.0,0.871074021,41.5,97.21117277244474
5937,ITA,Italy,Euro,2007,2315284.75,58.747861,25.42703438,1817.707441,2.92731905,11957171.0,0.868442178,41.5,100.18777034264002
5938,ITA,Italy,Euro,2008,2369615.25,58.922109,25.39023018,1806.539391,2.950262547,13138231.0,0.856824636,41.5,103.32222693628435
5939,ITA,Italy,Euro,2009,2310528.75,59.105625,24.9357357,1775.169635,2.973385811,14589400.0,0.820245326,41.5,104.3949104036046
5940,ITA,Italy,Euro,2010,2336120.25,59.325229,24.79245377,1776.773246,2.996690273,13689293.0,0.819031537,41.5,106.06538468410109
5941,ITA,Italy,Euro,2011,2377386.0,59.589076,24.92703438,1772.557375,3.01423955,15249784.0,0.788176775,41.5,107.61152409968054
5942,ITA,Italy,Euro,2012,2323769.5,59.879471,24.91363144,1733.642273,3.031891584,17351088.0,0.739005625,41.5,107.6035300819647
5943,ITA,Italy,Euro,2013,2271616.5,60.16683,24.301548,1719.0903,3.049647331,17177916.0,0.73751837,41.5,108.750780239194
5944,ITA,Italy,Euro,2014,2241735.25,60.40962,24.19514656,1716.341179,3.06750679,17346424.0,0.725454509,41.5,107.96486276809371
5945,ITA,Italy,Euro,2015,2296760.75,60.578494,24.44461441,1717.46898,3.085470676,17921584.0,0.713055551,41.5,109.41419275845799
5946,ITA,Italy,Euro,2016,2410574.75,60.66306,24.85291481,1721.697513,3.103539944,19327484.0,0.713344276,41.5,112.67210692333153
5947,ITA,Italy,Euro,2017,2474220.75,60.673701,25.18468857,1719.159291,3.12171483,18760782.0,0.727572501,41.5,114.29197484961222
5948,ITA,Italy,Euro,2018,2499061.5,60.627291,25.41790771,1722.318456,3.139996529,18794638.0,0.717173278,41.5,114.17044286408405
5949,ITA,Italy,Euro,2019,2508404.5,60.550075,25.59632874,1717.833818,3.158385038,18855818.0,0.708141088,41.5,114.09555871641186
8850,NLD,Netherlands,Euro,1980,365959.5,14.148415,6.051342487,1580.838214,2.847404242,1451599.0,1.137476087,33.0,76.51099717641337
8851,NLD,Netherlands,Euro,1981,357008.6563,14.223763,6.012948036,1580.313214,2.862196207,1441386.375,1.097179532,33.0,75.1411988727474
8852,NLD,Netherlands,Euro,1982,347801.9375,14.295217,5.925911427,1565.787212,2.877065182,1422008.125,1.110270619,33.0,74.96768411950839
8853,NLD,Netherlands,Euro,1983,347555.9375,14.365385,5.880870342,1550.84221,2.892011166,1399585.125,1.110260606,33.0,76.21588388277829
8854,NLD,Netherlands,Euro,1984,356140.625,14.437506,5.934958458,1542.710209,2.907035112,1395346.75,1.089701772,33.0,77.79460414251517
8855,NLD,Netherlands,Euro,1985,357372.7813,14.513949,6.048170567,1526.234206,2.922136784,1414259.5,1.059799433,33.0,77.4294643112775
8856,NLD,Netherlands,Euro,1986,368865.25,14.595755,6.191230774,1511.273204,2.937316895,1451894.875,1.052470565,33.0,78.8456548362203
8857,NLD,Netherlands,Euro,1987,370177.5313,14.682649,6.320897579,1489.978201,2.95257616,1500921.875,1.035900593,33.0,78.61064915820533
8858,NLD,Netherlands,Euro,1988,386145.2813,14.774038,6.433093548,1486.766201,2.967914343,1571054.875,1.022552371,33.0,80.74547270459816
8859,NLD,Netherlands,Euro,1989,406885.9375,14.868655,6.608910084,1482.0112,2.983332634,1653938.0,1.014589548,33.0,83.08475566537643
8860,NLD,Netherlands,Euro,1990,427072.25,14.965448,6.807824612,1476.1852,2.998830557,1743256.375,1.00270319,35.0,84.9928012532805
8861,NLD,Netherlands,Euro,1991,441057.5313,15.064519,6.929596901,1467.071198,3.012903452,1841183.5,1.009305716,35.0,86.76929619795986
8862,NLD,Netherlands,Euro,1992,450066.0625,15.165862,7.021058083,1473.485199,3.027042389,1938157.0,0.980120301,35.0,87.00774598460534
8863,NLD,Netherlands,Euro,1993,456603.375,15.268006,7.048759937,1463.152198,3.041247606,2028815.5,0.984994113,35.0,88.54558040521071
8864,NLD,Netherlands,Euro,1994,474722.3125,15.36912,7.101705551,1470.796199,3.055519581,2105004.0,0.991336346,35.0,90.8980318014035
8865,NLD,Netherlands,Euro,1995,494972.8125,15.467851,7.272158623,1481.5582,3.069858313,2164301.0,0.984454811,35.0,91.88175476920796
8866,NLD,Netherlands,Euro,1996,517872.7188,15.563255,7.435649872,1496.450404,3.084264278,2202130.25,0.978860438,35.0,93.08329955248516
8867,NLD,Netherlands,Euro,1997,561954.5,15.655475,7.669960976,1481.967312,3.098738194,2207811.0,1.029856682,35.0,98.87793097453488
8868,NLD,Netherlands,Euro,1998,608917.4375,15.745647,7.849161148,1478.721839,3.113279819,2203754.0,1.056243777,35.0,104.92492665251795
8869,NLD,Netherlands,Euro,1999,650311.875,15.835523,8.0669384,1477.174053,3.127889872,2191910.75,1.102871895,35.0,109.14686573107305
8870,NLD,Netherlands,Euro,2000,691869.625,15.926188,8.20334816,1464.061441,3.14256835,2183005.0,1.191419959,37.5,115.2136175949294
8871,NLD,Netherlands,Euro,2001,701080.75,16.018114,8.352365494,1454.07685,3.155173779,2139141.25,1.198620439,37.5,115.45192738392252
8872,NLD,Netherlands,Euro,2002,704459.125,16.110355,8.406870842,1436.376646,3.167829514,2158678.75,1.208747983,37.5,116.67641703658857
8873,NLD,Netherlands,Euro,2003,682830.0,16.200951,8.367423058,1427.827804,3.180536509,2255706.0,1.162618876,37.5,114.30757908550042
8874,NLD,Netherlands,Euro,2004,697896.4375,16.287182,8.287748337,1447.895232,3.193294287,2346166.25,1.128077984,37.5,116.31809587099043
8875,NLD,Netherlands,Euro,2005,730992.5625,16.367158,8.36416626,1433.611871,3.206103086,2458941.75,1.181190968,37.5,121.92386135614746
8876,NLD,Netherlands,Euro,2006,774794.5625,16.440097,8.569997787,1430.447131,3.218963385,2796922.25,1.156581283,37.5,126.40493773713918
8877,NLD,Netherlands,Euro,2007,825786.5,16.506655,8.83891201,1429.172025,3.231875181,3101571.75,1.148983717,37.5,130.74179919591688
8878,NLD,Netherlands,Euro,2008,858415.6875,16.568104,8.98141098,1428.566237,3.244838953,3364743.25,1.111187577,37.5,133.80818811073954
8879,NLD,Netherlands,Euro,2009,816601.875,16.626373,8.890323639,1420.047064,3.257854462,3471765.25,1.059955359,37.5,129.36597292889283
8880,NLD,Netherlands,Euro,2010,826027.75,16.682917,8.814677238,1419.633443,3.270922422,4060762.5,0.960898459,37.5,132.02068957511014
8881,NLD,Netherlands,Euro,2011,845937.75,16.738193,8.878933907,1420.180237,3.284683466,4188708.75,0.945172668,37.5,134.17268584114814
8882,NLD,Netherlands,Euro,2012,851872.4375,16.79184,8.856450081,1410.509788,3.298502684,4337546.5,0.9522717,37.5,136.3856818120984
8883,NLD,Netherlands,Euro,2013,849917.8125,16.843502,8.753303528,1414.698958,3.312379837,4696970.0,0.965053499,37.5,137.26850538831715
8884,NLD,Netherlands,Euro,2014,827171.5,16.892523,8.739233971,1425.595301,3.326315641,4627473.5,0.909885526,37.5,132.78711531191985
8885,NLD,Netherlands,Euro,2015,872643.75,16.938499,8.807258606,1425.813579,3.340310097,4641059.5,0.917731822,37.5,138.9835764342174
8886,NLD,Netherlands,Euro,2016,876472.5625,16.981295,8.917259216,1437.309404,3.354363203,4667429.5,0.910395265,37.5,136.76868223892774
8887,NLD,Netherlands,Euro,2017,918735.9375,17.021347,9.098231316,1436.765644,3.368475437,4626151.5,0.93655324,37.5,140.56519243929063
8888,NLD,Netherlands,Euro,2018,939896.1875,17.05956,9.302178383,1436.403363,3.382647276,4672138.5,0.925941408,37.5,140.68532782003425
8889,NLD,Netherlands,Euro,2019,958314.625,17.09713,9.456908226,1439.731516,3.396878481,4745302.5,0.914709628,37.5,140.76912972470933
10810,SWE,Sweden,Swedish Krona,1980,196620.2969,8.316338,4.28328228,1514.605154,2.935458422,855927.0,0.776460767,30.0,60.61529405692752
10811,SWE,Sweden,Swedish Krona,1981,196435.875,8.325493,4.289722443,1506.222153,2.954866409,871182.8125,0.784231424,30.0,60.80405981620331
10812,SWE,Sweden,Swedish Krona,1982,197097.3281,8.329425,4.281078815,1520.332155,2.974403143,885978.1875,0.796391606,30.0,60.564624417720296
10813,SWE,Sweden,Swedish Krona,1983,200388.1094,8.332443,4.290383339,1529.616156,2.994068861,898390.4375,0.790049314,30.0,61.069362163094596
10814,SWE,Sweden,Swedish Krona,1984,211016.1563,8.34044,4.326080322,1531.790156,3.013864517,914858.0,0.779699862,30.0,63.68715529816288
10815,SWE,Sweden,Swedish Krona,1985,216291.2344,8.357652,4.372880936,1535.822156,3.033790827,935997.9375,0.77464205,30.0,64.41104330808892
10816,SWE,Sweden,Swedish Krona,1986,226937.0469,8.384989,4.40374136,1533.843156,3.053849459,961540.0,0.781639576,30.0,67.19433153634492
10817,SWE,Sweden,Swedish Krona,1987,235548.375,8.421056,4.443112373,1543.946157,3.074040413,996394.375,0.772105336,30.0,68.67373368513637
10818,SWE,Sweden,Swedish Krona,1988,244405.3438,8.464787,4.507133007,1563.488159,3.094364882,1045880.813,0.753159344,30.0,69.3658515361543
10819,SWE,Sweden,Swedish Krona,1989,254329.5313,8.514206,4.56869173,1562.341159,3.11482358,1117097.0,0.74187094,30.0,71.26217234075922
10820,SWE,Sweden,Swedish Krona,1990,257742.7188,8.567384,4.603871346,1558.671159,3.1354177,1200367.125,0.718574584,37.0,71.83543445275112
10821,SWE,Sweden,Swedish Krona,1991,256678.8281,8.625137,4.534415722,1545.425157,3.140028477,1283018.875,0.71251446,37.0,73.25727021295582
10822,SWE,Sweden,Swedish Krona,1992,255364.7969,8.686738,4.338086128,1563.008159,3.144645929,1358035.375,0.70307821,37.0,75.32369360825412
10823,SWE,Sweden,Swedish Krona,1993,246079.8281,8.746776,4.115596294,1594.681162,3.149270535,1425718.375,0.673440635,37.0,74.98931370558192
10824,SWE,Sweden,Swedish Krona,1994,261614.9063,8.798234,4.071314335,1633.44326,3.153901815,1488980.625,0.693721056,37.0,78.67808733509118
10825,SWE,Sweden,Swedish Krona,1995,279311.3438,8.83642,4.133455276,1638.931002,3.158539534,1534763.75,0.713270903,37.0,82.46025179165856
10826,SWE,Sweden,Swedish Krona,1996,285312.5938,8.859191,4.104249477,1651.480749,3.163184404,1569390.875,0.728948355,37.0,84.1867357554308
10827,SWE,Sweden,Swedish Krona,1997,299834.625,8.868853,4.053739071,1656.306574,3.167836189,1542715.625,0.761732042,37.0,89.31312044381598
10828,SWE,Sweden,Swedish Krona,1998,317459.2188,8.870848,4.121053219,1655.183735,3.17249465,1530659.25,0.77487278,37.0,93.08152841582138
10829,SWE,Sweden,Swedish Krona,1999,337240.75,8.8731,4.204934597,1664.776788,3.177160025,1506754.875,0.797896206,37.0,96.35068021659755
10830,SWE,Sweden,Swedish Krona,2000,354081.6563,8.88164,4.305336952,1643.43843,3.181832075,1474444.125,0.851306319,38.0,100.08588618069716
10831,SWE,Sweden,Swedish Krona,2001,347726.1563,8.897793,4.392419815,1620.152109,3.19793129,1442971.125,0.840851963,38.0,97.72545994224828
10832,SWE,Sweden,Swedish Krona,2002,345109.0938,8.92071,4.391123772,1597.025015,3.214112043,1402309.25,0.855736852,38.0,98.4235445998778
10833,SWE,Sweden,Swedish Krona,2003,348949.375,8.951436,4.364802837,1583.299757,3.230374575,1432643.375,0.846016586,38.0,100.98680782198468
10834,SWE,Sweden,Swedish Krona,2004,361562.7188,8.990654,4.336328506,1606.849094,3.246719122,1399404.125,0.871678233,38.0,103.78064639635079
10835,SWE,Sweden,Swedish Krona,2005,364991.1563,9.038623,4.346067905,1605.513842,3.263146877,1346811.5,0.896692455,38.0,104.61688279345515
10836,SWE,Sweden,Swedish Krona,2006,394691.25,9.096165,4.428739071,1603.951416,3.279657364,1544930.0,0.886296809,38.0,111.12613028580645
10837,SWE,Sweden,Swedish Krona,2007,429074.9063,9.162939,4.531755447,1616.890264,3.296251535,1751348.25,0.88976109,38.0,117.11596483135327
10838,SWE,Sweden,Swedish Krona,2008,436107.0938,9.236428,4.564108849,1627.131851,3.312929392,1892560.25,0.871192932,38.0,117.44767041937462
10839,SWE,Sweden,Swedish Krona,2009,416952.5625,9.313087,4.467704296,1613.096306,3.329692125,1966367.0,0.834776938,38.0,115.71027494158258
10840,SWE,Sweden,Swedish Krona,2010,438709.8125,9.390168,4.494977474,1640.514111,3.346539259,2103405.5,0.812499523,38.0,118.98709288888364
10841,SWE,Sweden,Swedish Krona,2011,465394.4375,9.46671,4.601816654,1640.991422,3.356361866,2151252.25,0.843212008,38.0,123.25812629326776
10842,SWE,Sweden,Swedish Krona,2012,469123.0313,9.542812,4.63860321,1627.294535,3.366213083,2295762.0,0.825689673,38.0,124.29777666666877
10843,SWE,Sweden,Swedish Krona,2013,474862.0313,9.618016,4.680492401,1617.955908,3.376093149,2497897.0,0.799720287,38.0,125.41203498488636
10844,SWE,Sweden,Swedish Krona,2014,481349.5625,9.692131,4.735364437,1619.430489,3.386002541,2481393.75,0.798743904,38.0,125.53789938791866
10845,SWE,Sweden,Swedish Krona,2015,511993.375,9.76495,4.79061079,1620.925637,3.395940542,2525695.5,0.825669885,38.0,131.868284836985
10846,SWE,Sweden,Swedish Krona,2016,524448.9375,9.836007,4.853437901,1634.169305,3.405908108,2619055.5,0.823822439,38.0,132.2472590135517
10847,SWE,Sweden,Swedish Krona,2017,544587.6875,9.904896,4.940289974,1621.472711,3.41590476,2688589.75,0.826550007,38.0,135.96769304757095
10848,SWE,Sweden,Swedish Krona,2018,552327.0625,9.971638,4.995614052,1620.734841,3.425930977,2716572.75,0.806283414,38.0,136.43489840238803
10849,SWE,Sweden,Swedish Krona,2019,560960.5,10.036379,5.002136707,1605.276602,3.43598628,2743785.0,0.812524378,38.0,139.7194427565224
12140,USA,United States,US Dollar,1980,7065226.0,229.476354,103.0709305,1801.611445,3.345683813,28983498.0,1.0,22.0,76.09545624218812
12141,USA,United States,US Dollar,1981,7263261.5,231.636058,104.2161789,1790.005617,3.354768991,29770524.0,1.0,22.0,77.87035177677579
12142,USA,United States,US Dollar,1982,7129462.0,233.821844,103.408577,1770.666091,3.363878965,30401034.0,1.0,22.0,77.87418632390124
12143,USA,United States,US Dollar,1983,7495463.5,236.030238,104.7791367,1779.871537,3.373013735,31125620.0,1.0,22.0,80.38314895925267
12144,USA,United States,US Dollar,1984,8101474.0,238.256844,109.1160431,1795.576641,3.3821733,32101106.0,1.0,22.0,82.69923317614317
12145,USA,United States,US Dollar,1985,8446945.0,240.499825,111.3843842,1801.137378,3.39135766,33160292.0,1.0,22.0,84.20900094595358
12146,USA,United States,US Dollar,1986,8721344.0,242.763148,113.9240112,1780.839365,3.400060654,34217088.0,1.0,22.0,85.97524016823684
12147,USA,United States,US Dollar,1987,8994791.0,245.052789,116.8860931,1788.517421,3.408786058,35245824.0,1.0,22.0,86.05280969220254
12148,USA,United States,US Dollar,1988,9365800.0,247.372264,119.4548111,1798.271529,3.417533636,36263604.0,1.0,22.0,87.19989478232237
12149,USA,United States,US Dollar,1989,9703781.0,249.725805,121.8280716,1810.293103,3.426303864,37283372.0,1.0,22.0,87.99838779172853
12150,USA,United States,US Dollar,1990,9847675.0,252.120309,123.0460205,1795.56791,3.435096502,38223704.0,1.0,23.0,89.14444700530628
12151,USA,United States,US Dollar,1991,9831967.0,254.53937,121.5670624,1787.337817,3.452302456,38986904.0,1.0,23.0,90.49984620135902
12152,USA,United States,US Dollar,1992,10189422.0,256.990613,121.7970047,1774.882852,3.469594955,39793276.0,1.0,23.0,94.26994273925429
12153,USA,United States,US Dollar,1993,10505614.0,259.532129,123.120697,1789.954717,3.486973524,40663016.0,1.0,23.0,95.34069772801149
12154,USA,United States,US Dollar,1994,10966652.0,262.241196,125.6899796,1807.827339,3.504439592,41620612.0,1.0,23.0,96.52647630386876
12155,USA,United States,US Dollar,1995,11269390.0,265.163745,127.462738,1817.474328,3.52199316,42632476.0,1.0,23.0,97.29239091263788
12156,USA,United States,US Dollar,1996,11731437.0,268.335003,129.357666,1823.520522,3.533238888,43758164.0,1.0,23.0,99.46685402397537
12157,USA,United States,US Dollar,1997,12310822.0,271.713635,132.3625793,1828.488276,3.544520617,44976940.0,1.0,23.0,101.73248336547779
12158,USA,United States,US Dollar,1998,12947533.0,275.175301,134.5009003,1839.196147,3.555838585,46344884.0,1.0,23.0,104.68001650966347
12159,USA,United States,US Dollar,1999,13569720.0,278.54815,136.7564697,1841.333456,3.567192554,47827504.0,1.0,23.0,107.7756266801523
12160,USA,United States,US Dollar,2000,14110581.0,281.710909,138.6361084,1844.85398,3.578582525,49367780.0,1.0,20.0,110.34090338641701
12161,USA,United States,US Dollar,2001,14258955.0,284.607993,138.6468048,1823.659338,3.588337183,50734368.0,1.0,20.0,112.7883163740462
12162,USA,United States,US Dollar,2002,14503314.0,287.279318,138.1520844,1806.690813,3.598118544,51925404.0,1.0,20.0,116.21333577658066
