,countrycode,country,currency_unit,year,rgdpe,pop,emp,avh,hc,cn,ctfp,vac,prod
12163,USA,United States,US Dollar,2003,14906207.0,289.815562,138.6908569,1790.841678,3.60792613,53183824.0,1.0,20.0,120.03063924610234
12164,USA,United States,US Dollar,2004,15484192.0,292.354658,140.2701874,1789.52746,3.617760897,54572780.0,1.0,20.0,123.37148699912896
12165,USA,United States,US Dollar,2005,15991891.0,294.993511,142.4933014,1787.013857,3.627622366,56084544.0,1.0,20.0,125.60515038462579
12166,USA,United States,US Dollar,2006,16448620.0,297.758969,145.0941467,1787.351164,3.642328978,57575360.0,1.0,20.0,126.85269052675652
12167,USA,United States,US Dollar,2007,16746366.0,300.608429,146.3957825,1785.883505,3.657094717,58915348.0,1.0,20.0,128.1058265730862
12168,USA,United States,US Dollar,2008,16515918.0,303.486012,146.2285004,1765.766303,3.671920776,59981816.0,1.0,20.0,127.92854565913976
12169,USA,United States,US Dollar,2009,16174102.0,306.307567,141.2208099,1728.607649,3.686806679,60510720.0,1.0,20.0,132.51195002449492
12170,USA,United States,US Dollar,2010,16583432.0,309.011475,140.7138062,1735.011206,3.701753378,61054648.0,1.0,20.0,135.85180569955793
12171,USA,United States,US Dollar,2011,16826584.0,311.584047,142.1473541,1744.908365,3.707010984,61672612.0,1.0,20.0,135.67959816333678
12172,USA,United States,US Dollar,2012,17276374.0,314.043885,144.5884857,1746.858564,3.712275982,62435580.0,1.0,20.0,136.80158843621777
12173,USA,United States,US Dollar,2013,17688954.0,316.400538,145.9784546,1752.532776,3.717548609,63232880.0,1.0,20.0,138.2856889144434
12174,USA,United States,US Dollar,2014,18201652.0,318.673411,148.2206421,1758.268517,3.722828627,64124200.0,1.0,20.0,139.68408016998708
12175,USA,United States,US Dollar,2015,18905122.0,320.87831,150.2484741,1770.023174,3.728116274,65057788.0,1.0,20.0,142.17409011302547
12176,USA,United States,US Dollar,2016,19285252.0,323.015995,152.3969574,1766.744125,3.733411312,65974044.0,1.0,20.0,143.25353959622007
12177,USA,United States,US Dollar,2017,19754754.0,325.084756,154.6723175,1763.726676,3.73871398,66942704.0,1.0,20.0,144.82973807798186
12178,USA,United States,US Dollar,2018,20369440.0,327.096265,156.6759033,1774.703811,3.7440238,68007384.0,1.0,20.0,146.51463110592786
12179,USA,United States,US Dollar,2019,20860506.0,329.064917,158.2995911,1765.34639,3.749341488,69059088.0,1.0,20.0,149.2949464784519
