Entity,Year,Annual working hours per worker,"GDP per capita (output, multiple price benchmarks)",Population (historical estimates),Days of vacation and holidays for full-time production workers in non-agricultural activities (Huberman & Minns 2007),Productivity: output per hour worked
Belgium,2012,1587.295075,44366.01191,11031140,33,67.90891143
Belgium,2013,1585.595087,43980.91025,11103260,33,67.90903891
Belgium,2014,1581.595989,43960.46488,11176727,33,68.08156695
Belgium,2015,1575.456869,42891.35407,11248306,33,66.48823946
Belgium,2016,1574.154172,43413.091,11316837,33,66.85478857
Belgium,2017,1577.917666,45150.19727,11384491,33,68.51652068
Belgium,2018,1583.263997,44205.29472,11448598,33,66.24509479
Belgium,2019,1586.430997,44839.67784,11510569,33,66.26524492
Denmark,1950,2049.513862,10533.16562,4267702,27,11.12633771
Denmark,1951,2035.059061,10272.44309,4299583,27,10.88476746
Denmark,1952,2020.706208,10416.39834,4330760,27,11.30065669
Denmark,1953,2006.454582,10985.87745,4362493,27,11.8382717
Denmark,1954,1992.30347,11257.63572,4394327,27,12.21347283
Denmark,1955,1978.252163,11132.25767,4426513,27,12.29073897
Denmark,1956,1964.299956,11295.04795,4459563,27,12.70607683
Denmark,1957,1950.446152,11808.9145,4491048,27,13.41488222
Denmark,1958,1936.690056,11960.83875,4521333,27,13.72162558
Denmark,1959,1923.030979,12868.68538,4551440,27,14.68560278
Denmark,1960,1909.468236,13568.78912,4581730,27,15.42354947
Denmark,1961,1921.411191,14338.30201,4613437,27,16.06420293
Denmark,1962,1933.428843,14907.13083,4645997,27,16.47818128
Denmark,1963,1945.521661,15032.26023,4680814,27,16.44153701
Denmark,1964,1957.690115,16132.69824,4718021,27,17.31675231
Denmark,1965,1969.934678,16703.31146,4756336,27,17.63822816
Denmark,1966,1982.255825,17004.72644,4796410,27,17.69067055
Denmark,1967,1953.661828,17770.52885,4834734,27,18.91835548
Denmark,1968,1909.191831,18674.50866,4867744,27,20.3092189
Denmark,1969,1869.701835,19775.55824,4896156,27,21.64796456
Denmark,1970,1845.349837,19875.73811,4922968,27,21.92384885
Denmark,1971,1809.73684,20302.10299,4951490,27,23.02796756
Denmark,1972,1751.847845,21029.93371,4981082,27,24.29546045
Denmark,1973,1709.508849,21717.08163,5008581,27,25.54745989
Denmark,1974,1691.491851,21284.60757,5033574,27,25.63226001
Denmark,1975,1616.507857,20856.07356,5058203,27,26.70860636
Denmark,1976,1623.538309,21944.21779,5078773,27,27.57963303
Denmark,1977,1598.426822,22428.94688,5094605,27,28.78654331
Denmark,1978,1575.15552,23003.82949,5108931,27,29.80204568
Denmark,1979,1563.842815,23879.3749,5119417,27,30.88509446
Denmark,1980,1577.43595,23979.72442,5125397,30,30.96275888
Denmark,1981,1546.395854,23128.79539,5126983,30,30.94048106
Denmark,1982,1552.843276,23511.05723,5126402,30,31.15780908
Denmark,1983,1545.957729,23736.12979,5124341,30,31.55191311
Denmark,1984,1540.836859,24247.69715,5121317,30,31.86148317
Denmark,1985,1527.466411,24626.0022,5119453,30,31.912687
Denmark,1986,1530.951121,26436.16608,5119368,30,33.40955479
Denmark,1987,1493.026518,27056.19243,5121515,30,34.84320021
Denmark,1988,1471.169688,27024.98184,5126107,30,35.50808346
Denmark,1989,1454.950439,27144.45314,5133937,30,36.19994641
Denmark,1990,1440.499755,27817.97759,5144626,35,37.68994646
Denmark,1991,1437.311293,27846.02921,5158325,35,38.28121157
Denmark,1992,1452.366597,28845.56005,5175466,35,39.69485935
Denmark,1993,1448.919176,28523.39981,5193776,35,40.13057543
Denmark,1994,1406.661864,29687.18038,5213801,35,42.32774265
Denmark,1995,1419.143422,30550.23631,5235205,35,43.13151211
Denmark,1996,1412.263976,31560.5637,5256002,35,44.58612739
Denmark,1997,1428.089455,33088.33543,5277385,35,45.78628628
Denmark,1998,1441.134979,33963.25232,5298991,35,46.09123662
Denmark,1999,1456.497256,35450.43791,5319856,35,47.36426481
Denmark,2000,1465.937245,37403.95816,5340662,37,49.45022011
Denmark,2001,1468.677111,37265.40958,5360753,37,48.86708967
Denmark,2002,1462.584584,37064.26534,5378700,37,48.931541
Denmark,2003,1457.829011,37679.65173,5396355,37,50.50564544
Denmark,2004,1458.075543,39556.91301,5415583,37,53.43097875
Denmark,2005,1451.363917,43031.41338,5436314,37,57.73327263
Denmark,2006,1455.701807,44582.70561,5457863,37,58.51275482
Denmark,2007,1432.769768,45687.33145,5479722,37,59.7964099
Denmark,2008,1430.0546,48294.33321,5502752,37,62.95679021
Denmark,2009,1417.028395,46005.82639,5526455,37,62.82185994
Denmark,2010,1422.306357,48860.05237,5550850,37,68.3601037
Denmark,2011,1436.980152,49686.80581,5576016,37,69.1213258
Denmark,2012,1423.347827,49100.33532,5600955,37,69.71548825
Denmark,2013,1425.635121,47969.63917,5625393,37,68.29498431
Denmark,2014,1413.808229,47861.25537,5650654,37,68.46330747
Denmark,2015,1407.148109,47492.90589,5677795,37,67.80658039
Denmark,2016,1412.045751,48930.08858,5706856,37,69.00418726
Denmark,2017,1405.404018,51671.59665,5737286,37,72.54114087
Denmark,2018,1381.929451,51931.83681,5766689,37,73.4717261
Denmark,2019,1380.607643,54027.14819,5795879,37,76.0035435
Ireland,1950,2419.41115,5439.048396,2906608,20,5.234293423
Ireland,1951,2407.575037,5512.545224,2924713,20,5.3781187
Ireland,1952,2395.796828,5738.280285,2929379,20,5.675927488
Ireland,1953,2384.07624,5877.479984,2917036,20,5.894643523
Ireland,1954,2372.41299,5972.753826,2902783,20,6.074174482
Ireland,1955,2360.806799,6157.824391,2886375,20,6.350702974
Ireland,1956,2349.257387,6129.407288,2869658,20,6.411080732
Ireland,1957,2337.764476,6136.526708,2854321,20,6.654660763
Ireland,1958,2326.327791,6086.023971,2838765,20,6.66925808
Ireland,1959,2314.947055,6354.354029,2823474,20,7.02937856
Ireland,1960,2303.621996,6697.144402,2811075,20,7.451241008
Ireland,1961,2306.615742,7039.008935,2807012,20,7.820662529
Ireland,1962,2309.613378,7185.552266,2813072,20,7.930686153
Ireland,1963,2312.61491,7465.894907,2824097,20,8.240917671
Ireland,1964,2315.620343,7654.143537,2837439,20,8.439604693
Ireland,1965,2318.629682,7732.918958,2852404,20,8.567075922
Ireland,1966,2321.642932,7836.779706,2867008,20,8.722732855
Ireland,1967,2324.660098,8260.908505,2882744,20,9.28292404
Ireland,1968,2327.681184,8859.890292,2899653,20,9.957421435
Ireland,1969,2330.706197,9250.647605,2917193,20,10.40043953
Ireland,1970,2333.735141,9313.152518,2937647,20,10.67487664
Ireland,1971,2316.73113,9516.661415,2969402,20,10.96721579
Ireland,1972,2296.587917,10107.7109,3013995,20,12.08099099
Ireland,1973,2284.031108,10525.5856,3062017,20,12.67301571
Ireland,1974,2247.668684,10614.25194,3110101,20,13.01901027
Ireland,1975,2237.727878,10943.16069,3157921,20,13.81848896
Ireland,1976,2232.234274,11243.76663,3205754,20,14.58970053
Ireland,1977,2202.673455,12164.75569,3254661,20,15.71590562
Ireland,1978,2183.053442,13122.53593,3305575,20,17.13532053
Ireland,1979,2161.340627,13624.62429,3351902,20,17.37597989
Ireland,1980,2122.100601,14064.99787,3391393,28,18.61795088
Ireland,1981,2090.708581,14136.98342,3424834,28,19.28774547
Ireland,1982,2083.383776,14162.07981,3451220,28,19.67453386
Ireland,1983,2073.181369,13791.21493,3472904,28,19.55845638
Ireland,1984,2055.130957,14015.85764,3490937,28,20.57254455
Ireland,1985,2062.194162,13992.83193,3505781,28,20.62266912
Ireland,1986,2096.725385,14832.84736,3515672,28,21.63598962
Ireland,1987,2076.058971,15861.53301,3513702,28,23.22416238
Ireland,1988,2084.430177,16536.19493,3498032,28,24.03594167
Ireland,1989,2091.754981,17637.56991,3483316,28,25.45810519
Ireland,1990,2080.244574,19040.82989,3485370,28,26.43972722
Ireland,1991,2045.190151,19321.96745,3504806,28,27.53634895
Ireland,1992,1996.794119,20577.31096,3528370,28,30.13629332
Ireland,1993,1970.110901,21711.35324,3545700,28,31.90891352
Ireland,1994,1970.372501,22653.37323,3559396,28,32.41280845
Ireland,1995,1962.001296,25668.74713,3579486,28,35.50946044
Ireland,1996,1953.599192,27494.08755,3606725,28,37.13153786
Ireland,1997,1954.194139,30539.47705,3640157,28,40.081068
Ireland,1998,1953.194044,33236.83448,3678670,28,41.37619812
Ireland,1999,1941.882875,36071.59853,3719918,30,42.90238573
Ireland,2000,1932.723788,39746.35289,3768954,30,46.06947165
Ireland,2001,1923.529378,42077.62975,3829019,30,48.28829626
Ireland,2002,1904.276271,46392.89574,3894256,30,53.84588069
Ireland,2003,1886.786435,49762.9827,3958706,30,58.17026489
Ireland,2004,1875.255957,51708.68032,4031961,30,59.90590092
Ireland,2005,1883.193701,55875.63218,4121220,30,62.79604418
Ireland,2006,1878.812957,56340.1655,4234809,30,62.32753319
Ireland,2007,1864.932283,60186.03986,4359841,30,66.1450405
Ireland,2008,1843.896208,56254.65225,4452393,30,64.22193664
Ireland,2009,1811.802986,52878.86513,4499797,30,67.3449179
Ireland,2010,1720.973817,52986.93606,4524581,30,74.46072808
Ireland,2011,1736.531498,53714.65584,4544504,30,76.79018827
Ireland,2012,1737.861253,54413.62668,4564550,30,78.48910458
Ireland,2013,1743.472635,54242.16559,4588830,30,76.15627679
Ireland,2014,1757.030592,58406.45643,4622165,30,79.81214884
Ireland,2015,1770.584308,75990.26314,4665764,30,100.3916047
Ireland,2016,1762.923211,81188.48598,4715791,30,105.0437779
Ireland,2017,1774.749783,86808.65356,4771860,30,109.488306
Ireland,2018,1785.402163,91647.36033,4834506,30,112.7629226
Ireland,2019,1771.977942,102622.4489,4896021,30,125.0925365
Italy,1950,2099.530484,4536.185548,46391944,24,5.097325549
Italy,1951,2105.95949,4910.350701,46750764,24,5.529936957
Italy,1952,2112.408182,5040.888501,47016488,24,5.642215785
Italy,1953,2118.876621,5369.748679,47412148,24,5.965066494
Italy,1954,2125.364867,5562.725805,47833768,24,6.121145756
Italy,1955,2131.872981,5900.364903,48130728,24,6.520286245
Italy,1956,2138.401024,6089.499619,48403440,24,6.725706253
Italy,1957,2144.949056,6312.917846,48660256,24,6.957693633
Italy,1958,2151.517139,6553.360265,48930472,24,7.218493974
Italy,1959,2158.105334,6974.969225,49224672,24,7.703532183
Italy,1960,2164.713704,7582.857308,49517708,24,8.376798427
Italy,1961,2148.0322,8164.420195,49812724,24,9.090406983
Italy,1962,2098.947968,8569.28908,50162244,24,9.854922389
Italy,1963,2084.208613,8901.154235,50555128,24,10.55604409
Italy,1964,2078.077296,9080.253693,50997780,24,10.92292041
Italy,1965,2020.486775,9266.724334,51452860,24,11.83970206
Italy,1966,2039.121906,9722.435517,51882568,24,12.59562987
Italy,1967,2063.561779,10357.85428,52294440,24,13.18083663
Italy,1968,2057.121867,10963.98508,52661072,24,14.0879641
Italy,1969,2056.003532,11560.77588,53001508,24,15.06365051
Italy,1970,2034.742333,13036.20731,53324036,24,17.1945019
Italy,1971,1982.45674,13272.59594,53636100,24,18.07761318
Italy,1972,1963.663172,13844.93745,53995428,24,19.21419198
Italy,1973,1947.480476,14945.15225,54379588,24,20.78501083
Italy,1974,1917.017535,15898.90735,54750684,24,22.29253996
Italy,1975,1901.552579,15623.41786,55093992,24,22.2056188
Italy,1976,1899.464673,17110.40757,55388904,24,24.21757719
Italy,1977,1864.746377,17926.49367,55649672,24,25.86773189
Italy,1978,1854.740073,18917.65096,55877016,24,27.44275218
Italy,1979,1848.228348,20585.07676,56070680,24,29.70446309
Italy,1980,1849.261058,21941.04762,56329480,35,31.23871823
Italy,1981,1852.643336,21531.69999,56532908,35,30.65252757
Italy,1982,1862.873952,21148.31887,56585840,35,29.89778871
Italy,1983,1867.663349,20860.44462,56607516,35,29.36965553
Italy,1984,1856.670385,21096.10133,56620236,35,29.91422637
Italy,1985,1850.526219,21268.63124,56636468,35,29.99338397
Italy,1986,1863.014406,22689.62894,56639056,35,31.56708679
Italy,1987,1877.640619,23829.48528,56644528,35,32.81737375
Italy,1988,1885.323128,24882.01001,56670880,35,33.76746015
Italy,1989,1873.100766,25912.54136,56711524,35,35.15763444
Italy,1990,1856.401359,27016.46857,56756560,40,36.40853188
Italy,1991,1847.468313,27820.14357,56794488,40,37.00645637
Italy,1992,1850.497411,28310.20364,56833184,40,37.89718143
Italy,1993,1850.64018,28232.00419,56869456,40,38.85644167
Italy,1994,1850.326771,29150.03832,56883820,40,40.80632338
Italy,1995,1856.212894,30583.93058,56885124,40,42.76447801
Italy,1996,1866.151756,31243.60107,56898972,40,43.20180996
Italy,1997,1859.863898,32623.66432,56925808,40,45.14074291
Italy,1998,1873.132928,34237.78205,56938736,40,46.57698488
Italy,1999,1869.878018,35258.89536,56945064,40,47.53870526
Italy,2000,1850.197971,36099.54357,56966400,41.5,48.26480208
Italy,2001,1837.636217,35995.8718,56994992,41.5,47.54830604
Italy,2002,1826.190095,35316.08585,57107576,41.5,46.23609211
Italy,2003,1815.103813,35236.84561,57425176,41.5,45.94581297
Italy,2004,1814.615542,35210.15084,57860664,41.5,45.9425729
Italy,2005,1811.101718,36438.45379,58199876,41.5,47.60363077
Italy,2006,1811.851615,37629.72664,58429904,41.5,48.33386315
Italy,2007,1817.707441,39278.03857,58778480,41.5,49.92546926
Italy,2008,1806.539391,40041.07779,59224228,41.5,51.43632933
Italy,2009,1775.169635,38338.21231,59562844,41.5,51.19159079
Italy,2010,1776.773246,38651.53222,59822452,41.5,52.0540614
Italy,2011,1772.557375,39455.66298,60025952,41.5,53.21144863
Italy,2012,1733.642273,38435.727,60190152,41.5,53.28641849
Italy,2013,1719.0903,37340.9942,60312600,41.5,53.77870975
Italy,2014,1716.341179,36959.63904,60322792,41.5,53.76528416
Italy,2015,1717.46898,36995.25776,60232908,41.5,53.38170453
Italy,2016,1721.697513,38755.73125,60118628,41.5,54.9447328
Italy,2017,1719.159291,40155.50741,60004024,41.5,56.27207136
Italy,2018,1722.318456,40546.68631,59877432,41.5,56.15265255
Italy,2019,1717.833818,40732.03047,59727936,41.5,56.09083666
Spain,1950,2209.257149,3857.871568,28069696,44,4.209352533
Spain,1951,2205.078603,4507.457484,28207082,44,4.95226086
Spain,1952,2201.016032,4685.779887,28404776,44,5.182965177
Spain,1953,2197.055775,4473.220827,28633540,44,4.969439199
Spain,1954,2214.114121,5010.657275,28862382,44,5.531813029
Spain,1955,2196.024463,5236.100314,29095376,44,5.805472415
Spain,1956,2179.888705,5570.16218,29329782,44,6.182429614
Spain,1957,2164.812273,5758.373557,29577444,44,6.397954615
Spain,1958,2150.180051,5947.939376,29857444,44,6.588261097
Spain,1959,2139.628332,5759.506812,30150508,44,6.545708183
Spain,1960,2130.374028,6368.107141,30415594,44,7.415540726
Spain,1961,2112.117368,7055.688747,30711866,44,8.220226044
Spain,1962,2094.913094,7679.260084,31052630,44,9.037535378
Spain,1963,2077.98461,8340.459245,31388554,44,9.915868676
Spain,1964,2032.25583,8685.451652,31747644,44,10.60690647
Spain,1965,2024.530529,9079.128672,32112016,44,11.16548896
Spain,1966,2025.919429,9655.600655,32462272,44,11.88880847
Spain,1967,2034.76921,10012.23187,32814224,44,12.34241604
Spain,1968,1997.012999,10581.90152,33157582,44,13.35351057
Spain,1969,1988.764636,11453.877,33480510,44,14.52074838
Spain,1970,1996.720457,11811.07775,33792624,44,14.90053001
Spain,1971,1996.836457,12235.78218,34133620,44,15.46623695
Spain,1972,1992.692456,13088.27782,34515176,44,16.55639838
Spain,1973,1980.854453,13910.4285,34898152,44,17.43985972
Spain,1974,1987.027455,14417.37446,35329900,44,18.10540072
Spain,1975,1996.855457,14332.12947,35760432,44,18.42837894
Spain,1976,2006.966459,14832.6158,36139072,44,19.41343878
Spain,1977,2000.776458,15304.63369,36513080,44,20.50535061
Spain,1978,1973.552452,15600.99749,36865440,44,22.02583781
Spain,1979,1929.856442,15649.34097,37188964,44,23.30193257
Spain,1980,1918.122439,16096.19463,37491664,30,24.86243536
Spain,1981,1884.020431,15191.30676,37758648,30,24.6477258
Spain,1982,1862.925426,14606.47204,37982144,30,24.32342393
Spain,1983,1830.757419,14228.86918,38169764,30,24.32319894
Spain,1984,1786.692409,13930.65521,38329928,30,25.07563238
Spain,1985,1776.700407,13693.11549,38471924,30,25.15584449
Spain,1986,1768.667405,14528.3739,38590808,30,26.32177013
Spain,1987,1760.649403,15539.12376,38694532,30,27.10879599
Spain,1988,1756.578402,16606.14199,38781724,30,28.17957703
Spain,1989,1744.560399,17655.32735,38847320,30,29.23166134
Spain,1990,1746.5284,18580.33698,38889888,35,29.70608774
Spain,1991,1755.529402,19394.06039,38997064,35,30.56026385
Spain,1992,1747.5654,19818.44115,39202248,35,31.97004625
Spain,1993,1739.552398,20017.9135,39420540,35,33.5612952
Spain,1994,1738.507398,20803.612,39623732,35,35.23249425
Spain,1995,1738.796398,21821.61213,39814568,35,36.4206034
Spain,1996,1740.339289,22539.30158,39996476,35,37.20397224
Spain,1997,1742.636772,24225.04127,40180048,35,38.65604087
Spain,1998,1751.105871,25756.80832,40362356,35,39.34770514
Spain,1999,1756.273734,26719.43298,40542232,35,39.08449363
Spain,2000,1752.820758,28207.70824,40741652,36,39.56358144
Spain,2001,1762.069783,28700.02892,40966448,36,39.06304487
Spain,2002,1763.647418,29265.54795,41477652,36,39.38644487
Spain,2003,1754.63317,29217.01896,42230268,36,38.99506075
Spain,2004,1739.9012,29781.82669,42959672,36,39.34177058
Spain,2005,1723.719169,32439.22533,43685372,36,42.21093406
Spain,2006,1713.740634,34817.58525,44422824,36,44.52096319
Spain,2007,1701.307798,36548.96041,45245784,36,46.45946762
Spain,2008,1710.126202,36635.12718,45966544,36,47.02258909
Spain,2009,1715.804559,34948.16788,46367772,36,48.15939565
Spain,2010,1705.775535,34567.59618,46572776,36,48.99146593
Spain,2011,1710.691659,34297.75016,46729232,36,49.90865664
Spain,2012,1696.726618,34080.3966,46756084,36,52.12420781
Spain,2013,1689.82441,33551.81928,46603460,36,52.641404
Spain,2014,1690.563997,33744.02563,46464548,36,52.21948376
Spain,2015,1694.237188,35774.74497,46431344,36,53.6973248
Spain,2016,1701.450062,37270.55436,46473316,36,54.58749171
Spain,2017,1689.47622,38928.51016,46584172,36,56.06301345
Spain,2018,1695.501017,39610.01381,46792044,36,55.85592677
Spain,2019,1685.951506,40366.3969,47131372,36,56.31081247
Sweden,1950,2005.262608,10465.07168,7014611,29,10.85883571
Sweden,1951,1995.464908,10705.48849,7068422,29,11.14681035
Sweden,1952,1995.464908,10729.59894,7119455,29,11.34725342
Sweden,1953,1975.869508,11055.62765,7169979,29,11.91346018
Sweden,1954,1986.755841,11557.62263,7217603,29,12.35636104
Sweden,1955,1975.869508,11804.63524,7264358,29,12.65813144
Sweden,1956,1950.830941,12109.3625,7312100,29,13.05211787
Sweden,1957,1950.830941,12258.86935,7358125,29,13.27928331
Sweden,1958,1919.260574,12481.01027,7403293,29,13.72732713
Sweden,1959,1893.133374,13132.34366,7449319,29,14.52842823
Sweden,1960,1888.778841,13470.27925,7492907,29,14.59450806
Sweden,1961,1890.956107,14261.62982,7536314,29,15.39191875
Sweden,1962,1878.981141,14746.92146,7582638,29,16.01954148
Sweden,1963,1872.449341,15432.91743,7632938,29,16.83260328
Sweden,1964,1841.967607,16430.74798,7691821,29,18.09417137
Sweden,1965,1831.081274,16803.09574,7755758,29,18.66271728
Sweden,1966,1816.92904,16935.93556,7819976,29,19.1112303
Sweden,1967,1786.447307,17452.13344,7882645,29,20.40138502
Sweden,1968,1742.901973,17964.94891,7937776,29,21.41892205
Sweden,1969,1720.040673,18685.74119,7983538,29,22.31412889
Sweden,1970,1703.711173,19770.75242,8027701,29,23.59862915
Sweden,1971,1672.18317,19899.87462,8073823,29,24.41350854
Sweden,1972,1633.287166,20334.42105,8117718,29,25.53270824
Sweden,1973,1617.405165,21166.58024,8156938,29,26.7876307
Sweden,1974,1599.072163,21581.62352,8193157,29,27.16860314
Sweden,1975,1575.38616,21933.4355,8224408,29,27.59229057
Sweden,1976,1588.146162,22027.90565,8246992,29,27.49099845
Sweden,1977,1557.852158,21480.95744,8265245,29,27.37407068
Sweden,1978,1520.778155,21946.12804,8281304,29,28.62475149
Sweden,1979,1511.573154,22559.80548,8296037,29,29.24293067
Sweden,1980,1514.605154,22666.72618,8311761,30,29.05660057
Sweden,1981,1506.222153,23001.14352,8326689,30,29.6374725
Sweden,1982,1520.332155,23228.39474,8340726,30,29.72641357
Sweden,1983,1529.616156,23842.93425,8355111,30,30.27286285
Sweden,1984,1531.790156,24991.52285,8371284,30,31.45486533
Sweden,1985,1535.822156,25541.8758,8389918,30,31.78545931
Sweden,1986,1533.843156,27296.86609,8411798,30,33.8853932
Sweden,1987,1543.946157,28437.669,8438000,30,34.90929691
Sweden,1988,1563.488159,29438.7945,8468135,30,35.36234733
Sweden,1989,1562.341159,30032.80635,8504982,30,35.82385678
Sweden,1990,1558.671159,30300.87532,8548407,37,36.17643183
Sweden,1991,1545.425157,29976.74849,8594170,37,36.89616384
Sweden,1992,1563.008159,29555.93594,8640277,37,37.86535426
Sweden,1993,1594.681162,28359.40458,8683403,37,37.79535958
Sweden,1994,1633.44326,29923.6969,8723467,37,39.58877539
Sweden,1995,1638.931002,31846.58634,8758496,37,41.53988821
Sweden,1996,1651.480749,32804.72012,8785493,37,42.87687595
Sweden,1997,1656.306574,33953.15395,8807868,37,44.84882433
Sweden,1998,1655.183735,35369.70902,8828629,37,45.99834346
Sweden,1999,1664.776788,37317.5701,8848881,37,47.30134351
Sweden,2000,1643.43843,39777.26453,8871042,38,49.93068159
Sweden,2001,1620.152109,38611.29524,8896748,38,48.27664001
Sweden,2002,1597.025015,38685.70999,8926011,38,49.21104593
Sweden,2003,1583.299757,39622.5533,8961506,38,51.32245151
Sweden,2004,1606.849094,41318.49724,9004263,38,53.31366447
Sweden,2005,1605.513842,42820.67841,9051739,38,55.46835086
Sweden,2006,1603.951416,44403.98783,9104724,38,56.86028102
Sweden,2007,1616.890264,47054.97944,9164274,38,58.84280565
Sweden,2008,1627.131851,47859.11962,9229282,38,59.52371311
Sweden,2009,1613.096306,44327.00457,9301413,38,57.28188845
Sweden,2010,1640.514111,46317.09598,9381722,38,58.98032945
Sweden,2011,1640.991422,49371.04271,9467384,38,61.89217579
Sweden,2012,1627.294535,49126.62601,9555984,38,62.10690909
Sweden,2013,1617.955908,48665.78968,9648935,38,61.80890411
Sweden,2014,1619.430489,48693.20341,9747507,38,61.54204201
Sweden,2015,1620.925637,50104.2216,9849344,38,63.00722663
Sweden,2016,1634.169305,50485.49871,9953322,38,62.60931525
Sweden,2017,1621.472711,52032.67341,10058191,38,64.3374695
Sweden,2018,1620.734841,51773.86604,10162300,38,63.76410272
Sweden,2019,1605.276602,52433.33402,10267922,38,65.53587379
